,texto,fechas,candidato,nombre_lugar
3515,Dos grandes y queribles compañeros !!!!! ,27,Villar,"Montevideo, Uruguay"
3525,"Colegio Alemán, ¿cual? ¿la RFA o RDA? ",27,Villar,"Montevideo, Uruguay"
3589,A brillar. ✌🏽 #ElAcentoEnLoQueImporta ,27,Villar,"Montevideo, Uruguay"
3755,¡Sí! ✌🏽💛🏳️‍🌈🔴🔵⚪️ ,27,Villar,"Montevideo, Uruguay"
3792,"Dijo Cosse, faltan remedios: MENTIRA Dijo Bayardi, Toma ganó el juicio a Arattiri: MENTIRA Dijo Vázquez, las actas no estaban: MENTIRA Dijo Villar, yo no sabía del acoso: MENTIRA Dijo Miranda, yo no ví el CD: MENTIRA Dijo Bonomi, la policía no está atada: MENTIRA ",27,Villar,"Montevideo, Uruguay"
3820,"Guau, que argumentos tan buenos. Viniendo de vos... seguramente el señor Villar no duerme hoy !!! ",27,Villar,"Montevideo, Uruguay"
3830,A los medió pelo que nos transmiten ? Villarreal - Elche?? El que no mira nadie ,27,Villar,"Montevideo, Uruguay"
3889,Inconciente! ,27,Villar,"Canelones, Uruguay"
3932,"Eso no esta mal, Villar hizo lo mismo. ",27,Villar,"Montevideo, Uruguay"
4082,"Mmm por su edad, la cambio o falta una hoja entera de sellos ",27,Villar,"Montevideo, Uruguay"
4089,Hasta cuándo??? 30 años de Montevideo y 15 de Uruguay y falta de plata no fué!!!!! ,27,Villar,"Montevideo, Uruguay"
4176,Es con Álvaro Villar hoy ,27,Villar,"Montevideo, Uruguay"
4412,"Mi hija hace 11 dias que está con internación domiciliaria, x una trocanteritis. Viviamos en P.Gorda. Esperó q vinieran de enfermeria, se vistió,y se fue desde Solymar a P.Gorda a votar. Con su bandera y la lista de en mano! ✌✊ ",27,Villar,"Canelones, Uruguay"
4677,"Dejó pegados a todos los boludos q lo defendieron...ja ja ! Tomá Villar, Sánchez y otros... pa que tengan ",27,Villar,"Montevideo, Uruguay"
4737,Merci beaucoup mon chêre Jose 😘 💋 💋 💋 💋 💋 feliz domingo.. Voy a votarrrr justo me vinieron a buscar.. GROS CÂLIN ET BEAUCOUP DE BISOUS À TOI ET OSCAR 💕 💕 💕 💕 💕 ,27,Villar,"Montevideo, Uruguay"
5596,¡Viva la Democracia ! ¡Viva el #Uruguay ! ¡Viva el ! ,27,Villar,"Montevideo, Uruguay"
5673,"Impresionante lo de Suárez , eso es brillar en cualquier cuadro x👏🏼👏🏼 ",27,Villar,"Rio Negro, Uruguay"
5834,Yo: Miguel votas a Villar y es la última vez q hablamos tkm ,27,Villar,"Canelones, Uruguay"
5953,Abrazo grande. ✌🏽 ,27,Villar,"Montevideo, Uruguay"
5997,están pasando propaganda de villar. Y la veda???? ,27,Villar,"Montevideo, Uruguay"
6021,Acabo de ver un reclame en de en plena veda. Alguien metió mal el dedo 😅😅 ,27,Villar,"Treinta y Tres, Uruguay"
6070,"La lista106 con Villar es amplitud, es la lista de Bergara, Kechichián, Tato Olmos, Graciela Villar, Juan A. Roballo, Vaillant, J. Zás (MPF), Inés Vidal (FIE), Marea FA y F. Amado. La encabeza la politóloga Patricia Soria, pepebatllista de Alba Roballo #AnimateConVillaryLa106 ",27,Villar,"Montevideo, Uruguay"
6507,Caro 20(+ un poco) Villar 20(- un poco) Martínez 14 Raffo 41 ,27,Villar,"Montevideo, Uruguay"
6513,¿Villar es gay? 😳 ,27,Villar,"Montevideo, Uruguay"
6624,De parte mía también. Gracias. ,27,Villar,"Montevideo, Uruguay"
6710,que comentario más estúpido. me interesa mi país y ni ahí resentida me involucró en esos países que nombras y no te mando a la rpm pq no tenes fundamento ridícula ,27,Villar,"Montevideo, Uruguay"
6720,ah jamas viaje a Cuba si a Italia EEUU canada etc jaja ,27,Villar,"Montevideo, Uruguay"
6871,"Hola amiguita querida, ya fui a votar.. Por suerte me llevaron.. Por que llueve y hace frio.. Todo perfecto.. Distancia.. Barbijo.. Alcohol.. Buena atención.. Y cuidado. Pero hace 2 días due la Marcha de la diversidad.. Sin ninguna protección..😡 Te quiero 🥰🌹🍀💕 ",27,Villar,"Montevideo, Uruguay"
6937,Operando en contra pasando propaganda de Villar? ,27,Villar,"Montevideo, Uruguay"
6994,"Villar... Y ojalá. Perdón, pero cualquiera me parece menos nocivo que Caroline. ",27,Villar,"Montevideo, Uruguay"
7034,Voté con tanta convicción como alegría a y . Ojalá seamos tantos como para empezar a transitar un cambio en serio. ,27,Villar,"Montevideo, Uruguay"
7144,De Villar... el candidato de Bergara...pareja de Blanca...Canal 10 🤔🤔🤔🤔 ,27,Villar,"Montevideo, Uruguay"
7180,Roma vs juve // Barça vs Villarreal no me mueve nadie del sillón ,27,Villar,"Durazno, Uruguay"
7203,"Antes jugábamos al Casin , ahora se llama jugar al Villar, es claro que hay gente que la desCosse. Si la Zemilla no germina con esta humedad es que Ya perdió vigencia y se venció El Huracán Laura viene haciendo estragos el campeonato, matemáticamente tenemos chance ",27,Villar,"Montevideo, Uruguay"
8023,Plena veda y el canal 10 pasa reclame del FA. De Villar.!!! Tomaaaaaa ,27,Villar,"Montevideo, Uruguay"
8081,"Mi viejo mi hermana y yo estuvimos toda la semana rompiéndole las pelotas a mamá para que votara a Carolina y no a Villar y al final votó a la 90, todo es felicidad ",27,Villar,"Montevideo, Uruguay"
8135,Me la voy a jugar.... 54 fa y gana villar Quién te preguntó Nadie pero estoy aburrida ,27,Villar,"Montevideo, Uruguay"
8335,"A ver y que les van a hacer? Sacarle la señal? Ponerles multa? Sacarle los votos a Villar? No, no va a pasar nada estamos en Uruguay ",27,Villar,"Montevideo, Uruguay"
8365,Estamos todos de acuerdo q esperamos la victoria de verdad ? ,27,Villar,"Canelones, Uruguay"
8465,El Villareal tendría q haber empezado el partido con la camiseta del Bayern jajaja a ver q pasaba nomas ,27,Villar,"Canelones, Uruguay"
8583,Comunicado de Canal 10 después de que en el horario que se emitía Punto Penal se transmitiera una propaganda política de Álvaro Villar. ,27,Villar,"Montevideo, Uruguay"
8603,,27,Villar,"Montevideo, Uruguay"
8639,"Los hechos son tozudos, el único que puede ganar para cambiar es ",27,Villar,"Montevideo, Uruguay"
9280,"El problema de la muchacha, entre otros, es que no llega ... El único que llega para cambiar es ",27,Villar,"Montevideo, Uruguay"
9456,"Uno de los juegos del Casin o Villar era no solo la Carambola, también se jugaba la Carolina ¿ Algún mayor de 25 que se acuerde ? ",27,Villar,"Montevideo, Uruguay"
9672,"Y, A TODES????? ",27,Villar,"Canelones, Uruguay"
9852,¿Todavía no fuiste a votar? #AnimateConVillaryLa106 Transformá Montevideo y renová la política con la La lista nueva de Alvaro Villar. #ElAcentoEnLoQueImporta ,27,Villar,"Montevideo, Uruguay"
10073,"Ansu Fati hace 2 golazos para el triunfo del Barca, subtitula ""Messi anotó de penal para la goleada ante Villarreal"" No son una ternura ?? ",27,Villar,"Canelones, Uruguay"
10227,"Si gana es la sentencia d muerte d su futura candidatura a Presidenta, por su autoritarismo va tener problemas con todos, entre ellos Si gana es el Premio Consuelo desp del fracaso Nacional... y sp jaja. El fin del ",27,Villar,"Montevideo, Uruguay"
10388,Orgullo para su madre que suerte sólo el FA genera estas actitudes. 👏👏👏👏👏👏👏👏👏 ,27,Villar,"Canelones, Uruguay"
10397,"Incluso con varios billares en la cancha de Paleta ( dentro de ella ) se hizo un Campeonato Sudamericano de Casin. Duro varios días, fue hermoso ",27,Villar,"Montevideo, Uruguay"
10458,A los móviles os de los canales abiertos no los dejan ni parpadear no les da los egg ,27,Villar,"Montevideo, Uruguay"
10519,Para Álvaro Villar había más gente en la feria de Tristán Narvaja que en la marcha de la diversidad...ojo también dijo que había mucha gente con tapaboca...tan zurdo idiota ibas a ser Alvarito ,27,Villar,"Soriano, Uruguay"
10565,Estimadisimo acabo de votar a Magnolia!! Nunca aprobé la elección de la 2603 de apoyar a Villar. Ojala que gane !!!💪😉 ,27,Villar,"Canelones, Uruguay"
10582,Tv Ciudad Hablaba Graciela Villar y empezó Lauchi a hablar Lo bueno no sacar a Graciela para correr detrás d Lauchi Bien tv Ciudad 👏👏👏 ,27,Villar,"Canelones, Uruguay"
10747,"Por favor sea honesto y si es buena persona no puede decir q está marcha había más distanciamiento y cuidados q el prado. Por q lo hace? Pensé era distinto, me lo habían dicho y no les creí ",27,Villar,"Canelones, Uruguay"
10829,Villar me ceba una bannnnda ,27,Villar,"Montevideo, Uruguay"
11349,"Bien Villar, diciendo q el presidente tuvo ingerencia en la campaña d Montevideo y también en el interior ",27,Villar,"Canelones, Uruguay"
11357,Villar jugando a la Carolina ,27,Villar,"Montevideo, Uruguay"
11939,"Antes que arranque el escrutinio, vengo a pillarme porque desde hoy tengo la mejor remera mundial del mundo para videos y/o toques. #pillado ",27,Villar,"Rocha, Uruguay"
12131,"Hay algo que dice el boludo que es cierto: hasta la noche no sabremos si es Caro, el pelado o Villar. ",27,Villar,"Montevideo, Uruguay"
12241,Segundo Villar y tercero Martínez. #Cifra ,27,Villar,"Canelones, Uruguay"
12266,Bueno al menos no gano villar ,27,Villar,"Montevideo, Uruguay"
12337,Montevideo : frente Canelones: Frente Colonia: PN Maldonado : PN Paysandu: empate PN y frente Salto : frente Montevideo : villar y cosse muy cerca Resultados primarios de la diaria ,27,Villar,"Montevideo, Uruguay"
12346,Según la encuestadora en segundo lugar está y en tercer lugar ,27,Villar,"Montevideo, Uruguay"
12648,Q foton está 👌👌👌👏👏👏👏💪💪💪 ,27,Villar,"Montevideo, Uruguay"
13225,"Orsi presidente, Villar vice ",27,Villar,"Montevideo, Uruguay"
13245,"estuvimos cerca, a seguir mirando hacia adelante! 🔵🔴⚪ ",27,Villar,"Montevideo, Uruguay"
13254,Que buena votación de 💪💪💪 ,27,Villar,"Montevideo, Uruguay"
13276,Martinez y Villar tragaron saliva 😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ,27,Villar,"Montevideo, Uruguay"
13433,"Alguien que le avise a Villar que estamos en emergencia sanitaria, que se ponga tapabocas y que deje de dar besos y abrazos a la gente. ",27,Villar,"Montevideo, Uruguay"
13451,"Qué buena gente es #ÁlvaroVillar. Humilde, respetuoso y empático. es alguien que también nos representa a todos los frenteamplistas🔴🔵⚪️ ",27,Villar,"Montevideo, Uruguay"
13490,"Fernando Amado se fue del Partido Colorado al FA y no salió diputado. Ahora, apoyaba a Villar y no salió nada. Paaabreee ",27,Villar,"Montevideo, Uruguay"
13525,"Villar y Raffo dan ganadora a Cosse en base a proyecciones de escrutinio con diferencias dentro del margen de error. Periodistas hablan de ""intendenta electa"". Orsi, Antía y Vidalín se adjudican la voctoria prácticamente en base a encuestas previas. Muy serio todo... ",27,Villar,"Montevideo, Uruguay"
13756,Y Villar? 🙌👏👏👏👏 ,27,Villar,"Montevideo, Uruguay"
13828,"Carolina Cosse es la intendenta con poca diferencia votos con Villar. Orsi batacazo. Cerro Largo peleado entre Yurramendi y Duarte. Maldonado Antia, Colonia Moreira, Durazno Vidalin, Rocha peleando FA y PN será casi voto a voto. Gracias por su atención ",27,Villar,"Montevideo, Uruguay"
13858,Merci beaucoup mon chêre Jose 😘 💋 💋 💋 Espléndida noche 💫🎶🙌🌛🌜🌟✨con dulces sueños.. 💤 😴 Buen inicio de semana. A Demain. 🤗 🤗 Gros bisous et câlin À toi et Oscar 💕 💕 💕 💕 💕 ,27,Villar,"Montevideo, Uruguay"
13964,INTENDENTA! Es tiempo de la unidad. Ojalá Villar esté en el equipo ,27,Villar,"Montevideo, Uruguay"
14006,En Colonia el FA comete el mismo error que en la elección nacional. Poner candidatos como por ejemplo Beltrán que en el interior más que nada en esta zona oeste nunca vinieron y nadie los conoce. Lo mismo que Martínez y Villar ,27,Villar,"Colonia, Uruguay"
14033,"A muchos les hace falta dejar de caminar por 18, e ir a los municipios. Y no hablo sólo de los barrios. Los que tenemos que trillar la Intendencia y los Centros Comunales, por laburo, vemos lo que hay ahí. El despilfarro, la guita tirada, todo. Pero bueno, eso no se ve. ",27,Villar,"Canelones, Uruguay"
14531,"""Un fuerte APLAZO para Villar y Martínez"" Las primeras palabras de como intendenta ",27,Villar,"Montevideo, Uruguay"
14588,"Entiendo que la mayoría de Martínez no alcanzó en primera vuelta... Pero acá no la hay... Y de verdad fuera del favoritismo, no voto soy extranjero así que solo acepto... Pero no entiendo y nada más y prefería a Villar antes que a Martinez (porque ya no hizo) o COSSE ",27,Villar,"Montevideo, Uruguay"
14680,Orsi - Cosse u Orsi - Villar ,27,Villar,"Montevideo, Uruguay"
14814,"Ganó el y sumó un apoyo fundamental para eso. Esto recién empieza. Admiración por él, por su brillante campaña, por su propuesta de transformación de Montevideo, por su frenteamplismo. Siempre, siempre, podrá compartir conmigo. ✌🏽💛🏳️‍🌈🔴🔵⚪️ ",27,Villar,"Montevideo, Uruguay"
15410,Arriba Álvaro! ,27,Villar,"Montevideo, Uruguay"
15489,Felicitaciones Álvaro por la excelente campaña y a seguir que sos parte de la renovación ,27,Villar,"Montevideo, Uruguay"
15767,Grande Alvaro!!!!! ,27,Villar,"Montevideo, Uruguay"
15917,Pa mi mieres votó a villar ,27,Villar,"Montevideo, Uruguay"
16502,¿Alguien cree que el Senador y ex presidente José Mujica puso el aparato del MPP/MLN al servicio de la candidatura del Dr. Villar?No han entendido nada. Hizo algún discurso para disimular; todo el poder sobre los barrios más desfavorecidos de Montevideo fue para C. Cosse Garrido. ,27,Villar,"Montevideo, Uruguay"
16670,"Carolina Cosse será la nueva mandataria departamental de Montevideo. Tremenda la toma de en el balcón posan los 3 candidatos del Frente Amplio (Villar, Cosse y Martínez), abajo Seregni, referente histórico del partido parece estar mirándolos. ",27,Villar,"Rocha, Uruguay"
16831,La mejor foto!!! ,27,Villar,"Montevideo, Uruguay"
16889,Tengan cuidado pueden caer de las escaleras ,27,Villar,"Montevideo, Uruguay"
17338,"Un resultado que dice mucho... 1) ""ni olvidó,ni perdón"" con el ""padre de la derrota"". Tercero cómodo y agarrando la changuita de ""Tata"" 2) A Mujica no le fue bien jugando al ""Villar""... 3) El fundamentalismo frentista hacen que no piensen y voten cualquier ""Cosse""... ",27,Villar,"Montevideo, Uruguay"
196,"En Durazno mucho más difícil. He visto gente que por unas chapas , arena , pedregullo, canasta y ni que hablar por un trabajo , votar a los blancos o al partido colorado. ",28,Villar,"Durazno, Uruguay"
352,"Viví gracias por tu apoyo y también la corrección. Siempre se aprende .Si de alguna manera crees que nos podes ayudar , escribime por dm y te cuento un poco ",28,Villar,"Montevideo, Uruguay"
454,"Votaste a cose, pedorroooo !!! ",28,Villar,"Montevideo, Uruguay"
475,Toy triste... perdió Villar perdió ch mi barrio perdió Rocha chau paysandu chau río negro...... otro municipio perdido en capi ya son 3. ,28,Villar,"Montevideo, Uruguay"
542,"Sandokan???? Sos persona o historieta ??? Yo la leíaaaa. Estaba buena , pero después crecí y me di cuenta que no era real . Que descases y disfrutes , Carolina es real.💪💪💪 ",28,Villar,"Montevideo, Uruguay"
659,"Si el FA ponía uno, le ganaba igual. O si la Coalición ponía más de uno. No digas disparates. ",28,Villar,"Paysandú, Uruguay"
851,Montevideo elije un 21 % vergüenza dan ... Respete. A Martínez y Villar .. Que se saqué la tanga en agradecimiento a los 2 sola ni a la esquina .. ,28,Villar,"Maldonado, Uruguay"
852,SI SEREGNI VIVIERA SE MORÍA OTRA VEZ POR TODO LO QUE LUCHO POR EL FA HAN PISOTEADO EL PARTIDO CON. SU ABARICIA ,28,Villar,"Montevideo, Uruguay"
1105,Como se nota que son. Del FA ,28,Villar,"Montevideo, Uruguay"
1523,Martin todavía no entendió q ganaron las nacionales asociándose a el PC y CA (ni cuento al PI) ,28,Villar,"Montevideo, Uruguay"
1536,Lo recordamos y nos enorgullece ✌️ ,28,Villar,"Montevideo, Uruguay"
1922,Se van a sacar los ojos con cruella cose. Me va a encantar verlos. ,28,Villar,"Montevideo, Uruguay"
1965,"Es tan real esa delincuente, que además de ir en cana cuando deje los fueros, Te va a garchar a impuestos así vivas en el Marconi. El tema es que no te dió el cerebrito para darte cuenta. ",28,Villar,"Montevideo, Uruguay"
2261,"Eso mismo dije hace un rato. Además, para el 2024, ya va a estar requemada y jovata. Solo les queda Orsi, porque no creo que Villar vuelva a incinerarse en lugar de dedicarse a lo suyo. ",28,Villar,"Montevideo, Uruguay"
2488,Si? En 49 años hablamos amigue ,28,Villar,"Montevideo, Uruguay"
2813,Exactamente militar y trabajar ,28,Villar,"Montevideo, Uruguay"
3089,"Villar propuso muchas cosas, algunas más difíciles de bajar a la realidad pero bueno, propuestas eran... Martínez era el intendente “saliente” más allá de que ya no ejercía, esta gestión es toda de él, más que proponer tenia que mostrar, y lo hizo. No es comparable creo... ",28,Villar,"Montevideo, Uruguay"
3117,"Totalmente de acuerdo, con lo que decís. De todas maneras, no se entiende el apoyo de los ciudadanos a algunos intendentes inmortales y corruptos. Esos son principios y no se negocian...más allá de la militancia. Vamos que vamos 🔴🔵⚪️ ",28,Villar,"Montevideo, Uruguay"
3389,Que se siente perder x goleada con rafo ..y unir votos por reglamento y ganar la intendencia..yo que debes de festejar me pongo a pensar jaa ,28,Villar,"Canelones, Uruguay"
3508,"Pare de sufrir , Mario. Ya perdieron Paysandú y Rocha . ",28,Villar,"Montevideo, Uruguay"
3516,"Pare de sufrir , Mario. Ya perdieron Paysandú ,Río Negro y Rocha . ",28,Villar,"Montevideo, Uruguay"
3584,"#Mujica ""Yo voy a seguir apoyando a Villar, creo que vino para quedarse en la política"". ",28,Villar,"Montevideo, Uruguay"
3819,Comparto. Hay quevtrillar el interior los 5 años y no 2vmeses ,28,Villar,"Florida, Uruguay"
4450,"Falta menos para #OrsiCosse2024 !!!! a trabajar,hacia alla vamos con Intendente 2025 y a recuperar Rocha, Paysandu ,Rio Negro ,objetivo real!!! ",28,Villar,"Montevideo, Uruguay"
4961,Tenemos intendenta de Montevideo! Enormes felicitaciones a y gran abrazo por todo lo que contribuyeron a este triunfo FA a y a Será tiempo de estar más juntes que nunca! ,28,Villar,"Montevideo, Uruguay"
5141,"Grande Álvaro. Vamos a apoyar 100% a Carolina y siempre con el FA. Seguís siendo mi candidato. Gran campaña, gran ",28,Villar,"Montevideo, Uruguay"
5298,"No debemos aceptar más corruptos , si votaron a Martínez después toda la corrupción y a villar y a Cosse después de toda la plata que despilfarro!!!, está todo dicho , tenemos los políticos que merecemos ",28,Villar,"Montevideo, Uruguay"
5430,Nada más lindo que maquillarse tranqui con música ,28,Villar,"Montevideo, Uruguay"
5537,"Bueno, para los q piensan q la cultura es ""medio de oligarcas"" supongo q si ",28,Villar,"Montevideo, Uruguay"
5540,"Bueno, para los q piensan q la cultura es ""medio de oligarcas"" supongo q si ",28,Villar,"Montevideo, Uruguay"
6516,Cuando es mas importante humillar que respetar ,28,Villar,"Montevideo, Uruguay"
6651,Sinceramente ayer me dio pena. Como se debe de sentir . Q el eligió a G.Villar como vice para q lo acompañe y ella no lo elige en esta. Y ahí pensé: pucha q fuimos afortunados. Si le clavo el puñal a el q nos hubiese echo al pueblo. ,28,Villar,"Montevideo, Uruguay"
6710,,28,Villar,"Montevideo, Uruguay"
6796,Montevideo 1 Raffo 2 Cosse. 3 Villar 4 Martínez. 5 Peñarol 😂😂😂 ,28,Villar,"Montevideo, Uruguay"
7714,yo te voté compañero con Bergara. Abrazo ,28,Villar,"Montevideo, Uruguay"
7798,"Hoy, lo que importa es que #LosPintamosDeCeleste esto no tiene precio!!! Villar es..muy generoso dando bizcochos...🤣🤣🤣 ",28,Villar,"Montevideo, Uruguay"
8444,Voté a Al ara con Bergara la 106.pero igual contenta con tal de que ganara el fa ,28,Villar,"Montevideo, Uruguay"
8718,"La verdad! Que falta? Creo@mas@trabajo de territorio, más, trillar, hablar, pero de campo a ciudad, hoy desmotivado!! ",28,Villar,"Montevideo, Uruguay"
9879,Aguante mi edila 💪💪 ,28,Villar,"Montevideo, Uruguay"
9889,Guambia con las Ñoñas!!!!!! Viejas pero lindas!!!!! Y yo que maneje 20 años de Ambulancia.... medio paseo te doy. ,28,Villar,"Paysandú, Uruguay"
10628,Merci beaucoup mon chêre Jose 😘 💋 💋 💋 💋 Te deseo una Espléndida noche ✨🌃✨🎶🌟🍷🌟💫🌙💫 Con dulces sueños. 😴 💤 A demain 🤗 🤗 Gros câlin et beaucoup de bisous à toi et Oscar 💕 💕 💕 💕 💕 💕 💕 ,28,Villar,"Montevideo, Uruguay"
11277,"Bueno, se terminaron las campañas, libre de jingles políticos por unos años y fundamental: pudimos votar. Siguiente fase: sacar todos los cartelitos, pancartas y pasacalles. y todos los que corresponda. ",28,Villar,"Canelones, Uruguay"
11296,Entré para pedir que me llevaran pero tu comentario me dio otra perspectiva la verdad. ,28,Villar,"Montevideo, Uruguay"
11342,También yo...y voté a Villar. ,28,Villar,"Montevideo, Uruguay"
11544,❤️💪 ,28,Villar,"Canelones, Uruguay"
13172,Muchos frentistas están enojados porque ganó Cosse. No sé que pensaban qué iba a pasar cuando votaron a Martínez o a Villar. ,28,Villar,"Montevideo, Uruguay"
1035,"Que la Paz acompañe tu corazón, y te dé el consuelo necesario en estos momentos tan difíciles para tÍ y todos tus seres queridos. Un respetuoso saludo desde Montevideo de Carlos Villar y familia ",29,Villar,"Montevideo, Uruguay"
2500,The best!!! ,29,Villar,"Montevideo, Uruguay"
3514,Compra el gallito ,29,Villar,"Montevideo, Uruguay"
3848,Verte bailar y brillar es como ver a un ángel desfilarrr ,29,Villar,"Rivera, Uruguay"
5077,me explican cómo hacen las mujeres para parir y estar tan DIOSAS empiezan a sentir las contracciones y se arrancan a maquillar o que ,29,Villar,"Maldonado, Uruguay"
5660,Merci beaucoup mon chêre Jose 😘 💋 💋 💋 💋 lindisima tardecita de martes..🙌☀️🌞🌈🎶🎶 Yo con niños.. Seba vino con sus amigos.. Me encanta.. Pero es un esfuerzo 😄Gros câlin et beaucoup de bisous à toi et Oscar 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 ,29,Villar,"Montevideo, Uruguay"
6189,No es edile? Jjjaaa ,29,Villar,"Montevideo, Uruguay"
6299,"Carolina será consciente que sin los votos del moralmente dudoso Villar y del pelado semilla sin germinar, no es nada, no? ",29,Villar,"Montevideo, Uruguay"
7454,Eso rompe los ojos. No sé puede pensar un país entero con la imagen única de la capital. Ya no se puede. ,29,Villar,"Montevideo, Uruguay"
9633,Como quedo esa sillardi??? ,29,Villar,"Canelones, Uruguay"
10144,Belle.. 😍😍😍😍 ,29,Villar,"Montevideo, Uruguay"
10256,Merci beaucoup mon chêre Jose 😘 💋 💋 💋 💋 adorable noche 🌟🕯️🌟🙌💫🌃💫✨🍷 ✨con dulces sueños. 😴 💤🌈A demain 🤗 🤗 Gros bisous et câlin À toi et Oscar 💕 💕 💕 💕 💕 ,29,Villar,"Montevideo, Uruguay"
10770,La Mentira de Alvaro Villar ,29,Villar,"Montevideo, Uruguay"
10883,Lamentable!!!! Sin palabras. ,29,Villar,"Montevideo, Uruguay"
11830,Me olvidé del querido en el 12 ,29,Villar,"Montevideo, Uruguay"
12524,Canta por favor y déjate de boludeces!!! Enamorada de un gay!!! Colgate de otro!!!! ,29,Villar,"Montevideo, Uruguay"
166,Hillary también robaba todas las encuestas y debates 😜 ,30,Villar,"Montevideo, Uruguay"
431,Odio tener que levantarme porque me olvidé de cepillarme los dientes ,30,Villar,"Montevideo, Uruguay"
955,lo que me aguanto para no empastillarme y matarme en ciertos momentos en los que me agarra una tristeza inmensa no tiene nombre ,30,Villar,"Montevideo, Uruguay"
1383,"Hola mi querida.. Sigo con actividades... Para no volverme más loca 😇 ahora seguí con hacer productos de limpieza ecológicos! De limpieza.. Fantástico Sano y barato.. Es lindo hacerlo, me siento una quimica 😄 CUIDATE MUCHO DTB 🌿🌹🥰🥰💞💞 ",30,Villar,"Montevideo, Uruguay"
2497,Es maldad. Todo lo tiene orquestado. Es un killary Clinton de nuestra sociedad. ,30,Villar,"Montevideo, Uruguay"
2863,"La lista 609 del fue ""clonada"" por otra muy similar en su tipografía con la lista ""6009"" que es de una agrupación que bregaba por a la obtuvo más de 20.000 votos, hay preocupación por el suceso en sectores del perjudicado ",30,Villar,"Montevideo, Uruguay"
3003,Yendo ,30,Villar,"Montevideo, Uruguay"
3974,Qué es lo Batllista de Julio Luis Sanguinetti estimado? ,30,Villar,"Montevideo, Uruguay"
4713,Merci beaucoup mon chêre Jose 😘 💋 💋 💋 💋 Que tengas una espléndida noche 💫🌃💫🎶🍷✨🌙✨🌟🌟🙌Dulces sueños 😴 💤 🌈 A demain 🤗 🤗 Gros bisous et câlin À toi et Oscar 💕 💕 💕 💕 💕 💕 💕 💕 💕 ,30,Villar,"Montevideo, Uruguay"
4842,Si habrá que leer la letra chica...candidatos y periodistas se comieron los mocos. Los escucho. Que dice la ? #VillarIntendente ,30,Villar,"Montevideo, Uruguay"
5194,no todo el periodismo es partidario y/o mamadera. Villar mentiroso!! ,30,Villar,"Canelones, Uruguay"
5228,Pasa que Ed difícil luchar contra el clientelismo por ocupación de terrenos....!! 😉 ,30,Villar,"Canelones, Uruguay"
6598,Porcentaje de votos que obtuvo dentro del FA por Municipio ,30,Villar,"Montevideo, Uruguay"
7054,Muchas gracias querido Jose 😘 💋 💋 💋 💋 😴🎶🙌👋👋💞💞💞💞💞💞💞💞💞 ,30,Villar,"Montevideo, Uruguay"
8105,...a veces me puedo pillar...#cena ,30,Villar,Parque del Plata
8486,Desde Uruguay carajo vamos ♥️♥️♥️ ,30,Villar,"Montevideo, Uruguay"
132,Arriba!!! ,17,Raffo,"Montevideo, Uruguay"
224,Una barra!!! que va y va. Con lo que pide la gente! Juventud con actitud renovadora. ,17,Raffo,"Montevideo, Uruguay"
248,Vamos #AhoraMunicipioE Lista 11-E ,17,Raffo,"Montevideo, Uruguay"
312,"Cantinflezco lo suyo, dedíquese a trabajar q para eso le pagamos el sueldo, acá le dejo un recuerdo de lo q usted mismo escribía en años anteriores, nunca terminan de dar vergüenza.... ",17,Raffo,"Montevideo, Uruguay"
314,Abt sigue. #MunicipioCh vamos por más!!! ,17,Raffo,"Montevideo, Uruguay"
335,Municipio F #AhoraCambiar vamos con Lista 11F ,17,Raffo,"Montevideo, Uruguay"
568,Grande ,17,Raffo,"Montevideo, Uruguay"
656,Zona oeste de Montevideo! Y dicen que el Montevideo Olvidado No existe? Es momento de tomar cartas en el asunto. Después de 30 años!!! Hay que cambiar! ,17,Raffo,"Montevideo, Uruguay"
757,Si los Montevideanos no quieren seguir siendo rehenes de la mala administración de la IM!? Deposité un voto de confianza en Que en 5 años seguro se va hacer más y mejor. Y con transparencia! El 27 votá Inteligente. ,17,Raffo,"Montevideo, Uruguay"
917,Que sabe Raffo de intendencia? Si vamos ganando por 50 por ciento para que debatir? Al Santo botón. La Rafo no gana. Sabias que el padre de la Rafo fue procesado por corrupto? Que vas a saber!!!! ,17,Raffo,"Montevideo, Uruguay"
927,Para que va a hablar con Raffo si ya tenemos un 59 y por ciento. Que le puede enseñar Rafo? Son tarados o se hacen? ,17,Raffo,"Montevideo, Uruguay"
1231,"Votar unidos en la coalición multipartidaria apoyando a Laura, es la forma de triunfar en Montevideo; es el compromiso responsable de los ciudadanos para dejar atrás treinta años de pésima administración 💜💚🧡❤️💙 ",17,Raffo,"Montevideo, Uruguay"
1261,Votar a Laura para cambiar Montevideo 💜❤️💚🧡💙 ,17,Raffo,"Montevideo, Uruguay"
1573,Hay que impedir que los #BlancosPillos sigan gobernando las intendencias dónde la corrupción es moneda corriente y hay que andar pidiendo gauchada para que hagan su trabajo ,17,Raffo,"Colonia, Uruguay"
1615,Los vecinos de montevideo merecen salir. De la mugre. Por eso el 27 a pensar. Con la razon. Vota a.#LauraRaffo ella es la opcion para que nuestro pais siga. Creciendo en. Sintonia. Con nuestro presidente ,17,Raffo,"Maldonado, Uruguay"
