,texto,fechas,candidato,nombre_lugar
1319,Difícil que el chancho chifle... es muy grande la diferencia bolichevideo es bolchevideo... Voto a Raffo. ,24,Raffo,"Montevideo, Uruguay"
1377,"Si, me di cuenta, las Presidenciales eran todo Uruguay. Ahora solo los cabeza lavadas de Montevideo. Se de fa que votan a Laura Raffo.!!! ",24,Raffo,"Montevideo, Uruguay"
1682,Raffo salvó examen partidario de voluntad y entusiasmo para ser directora de empresa pública. ,24,Raffo,"Montevideo, Uruguay"
1758,"Ja! pone dos porque es muy bueno de 🥃, tiene alta tolerancia 💪🏼🇺🇾 Que 💨 si llega a ganar!! ",24,Raffo,"Montevideo, Uruguay"
1875,"Por algo es candidata única , se lee que su palabra vale por los hechos de 3 !!!! ",24,Raffo,"Montevideo, Uruguay"
1929,"Votá a Laura Raffo como intendenta y si estas dentro del Municipio E, votá al Alcalde de Laura, Cesar Raimondo. Lista 11 E #AhoraMontevideo #cesaralcalde #juntospodemos ",24,Raffo,"Montevideo, Uruguay"
1943,....convengamos que llegar a ganar cuando todas las encuestadoras dan 50 a 44 no parece tarea fácil...el comunismo está cada vez mas enquistado en Montevideo. ,24,Raffo,"Montevideo, Uruguay"
2084,"Ayer recorrí todo, deben mejorar todas las calles aledañas, ensanches, veredas todo así no puede quedar Camino Perez, deben ensanchar mucho más allá de la ",24,Raffo,"Montevideo, Uruguay"
2094,Buen día Salud la barra ,24,Raffo,"Montevideo, Uruguay"
2173,"Si tomamos medidas preventivas, no aumentarán los casos! O prefiere que se siga despilfarrando la plata de los contribuyentes? Quiero a Laura Raffo ya en la IMM! ",24,Raffo,"Canelones, Uruguay"
2305,"Si el día empieza con un #BlancosPillos, agárrense porque hoy nos vamos a tener q fumar a la agencia de publicidad con Lema hablando de Carolina Cosse y a Laura Raffo llorando por Mujica. A Sendic ya lo vienen gastando mucho y puede q no salga hoy. ",24,Raffo,"Montevideo, Uruguay"
2403,Buen día Alejandro y barra! ,24,Raffo,"Montevideo, Uruguay"
2406,De pregunta x q Raffo no le responde las dudas q el tiene en caso de ella ser intendente . Porque no te dejaron Debatir mijo!!!!!!!! ,24,Raffo,"Canelones, Uruguay"
2424,Los nietos de Martínez estarían presentando un recurso para que se aplacen seis meses más las elecciones... ,24,Raffo,"Canelones, Uruguay"
2583,Claro xq el Pepe el otro día hablando mal de Raffo no estaba haciendo campaña x los candidatos del FA?? Jajaj dejate d llorar loco 😅 ,24,Raffo,"Colonia, Uruguay"
2645,Yo los llamo cómplices ,24,Raffo,"Canelones, Uruguay"
2661,"Yo te regalaría un Johnny etiqueta azul,pero ésta vez le tengo más fe,qué en las elecciones nacionales, Laura será DEFINITIVAMENTE nuestra INTENDENTE, en tal caso brindaría contigo en la explanada en 18 y Ejido💪🇺🇾👍🍾🥃 ",24,Raffo,"Montevideo, Uruguay"
2702,"Si pensabas votar a Martinez o a Villar porque tenés claro los desastres que es capaz de hacer con las arcas de la IM Caro Co$$e, y no querés votar a Raffo: VOTÁ EN BLANCO Esto es un BALLOTAGE entre 2 opciones: - CO$$E y darle todo el poder en el FA a los Comunistas, ó - Raffo👠 ",24,Raffo,"Montevideo, Uruguay"
2750,Cierre de campaña de y la #Lista1 este jueves a las 19:00 hrs en Plaza Varela #SiPodemos #AhoraMontevideo ,24,Raffo,"Montevideo, Uruguay"
2760,15% de diferencia con Gobierno y medios de prensa a favor. En condiciones normales a Raffo la votaba menos gente que al PERI ,24,Raffo,"San José, Uruguay"
2763,Pahhhhh....va subiendo la apuesta! 👏🏼👏🏼👏🏼 ,24,Raffo,"Montevideo, Uruguay"
2833,"..hilo4.. fin del hilo nacional.. ASÍ VOTA nuestra LISTA252 este Domingo27 en todo el País: CANELONES Lista252 con y en MONTEVIDEO Lista1 (única del PN) con .. una vez más LA252 dice presente, con compromiso, militancia y lealtad ! ",24,Raffo,"Montevideo, Uruguay"
2834,,24,Raffo,"Montevideo, Uruguay"
3012,"¿Se pudo probar?. El papá de Raffo no me caía nada bien, pero lo sacaron rapidito del MTOP. Al Toto ni lo movieron a pesar de su amistad entrañable con los empresarios que se han quedado con casi todo. Que tristeza. Resulta que se compara quien la tiene más grande, un espanto. ",24,Raffo,"Montevideo, Uruguay"
3026,👏👏👏 ,24,Raffo,"Montevideo, Uruguay"
3036,La verdad que si. Increíble que pasen estas cosas a días de una elección bisagra. ,24,Raffo,"Montevideo, Uruguay"
3079,"Increíble el descaro que tiene este hombre. No le importa que los ediles del logren ocupar espacios importantísimos como bien lo ha remarcado para trabajar desde allí para un mejor Montevideo. Sin duda, el trabajo de los militantes del PN no le importa. ",24,Raffo,"Montevideo, Uruguay"
3095,Según la lógica de Laura Raffo esta sostenida por un partido militar que contiene represores de la dictadura y su líder busca constantemente desestabilizar el poder judicial. Además que la familia de este líder participó en al menos 2 Golpes de Estado en el país. ,24,Raffo,"Durazno, Uruguay"
3098,A quien se le ocurre motivar a que voten una lista Departamental distinta a la de gran #Lista1 del Siempre pensando con el ego propio. Paupérrimo. ,24,Raffo,"Montevideo, Uruguay"
3132,"""generar un acuerdo amplio"" sería que el resto de listas votaron la #Lista1 del no una simple lista municipal con cualquiera otra lista Departamental. Seamos coherentes. ",24,Raffo,"Montevideo, Uruguay"
3165,Es así . ,24,Raffo,"Montevideo, Uruguay"
3178,Sebastián haciendo el papel de pelotudo capítulo 1000 ,24,Raffo,"Montevideo, Uruguay"
3179,"Laura Raffo de ninguna manera. Solo recorrer archivos con sus predicciones y análisis económicos basta. Pero eso no es lo que importa de fondo,no quiero a nadie en la intendencia que defienda los intereses de los más privilegiados para que aumenten sus privilegios ",24,Raffo,"Montevideo, Uruguay"
3259,,24,Raffo,"Montevideo, Uruguay"
3354,"Te escuché. Muchas preguntas para Raffo. Una pena que no te animes con el debate. Podría dar vuelta las encuestas. Queda claro que si llegaras a Intendente gobernaría el aparato frenteamplista, no vos. Es un ballotage entre Co$$e-Raffo Tus votantes tendrían que votar en blanco. ",24,Raffo,"Montevideo, Uruguay"
3357,Seguimos militando por el cambio desde bien temprano viva Raffo!!! ,24,Raffo,"Montevideo, Uruguay"
3372,"Es claro que ni Martinez ni Villar tienen chance. Las que tienen verdaderas posibilidades de ser Intendentas son Cosse o Raffo. Es elegir entre ellas dos, como en un ballotage ",24,Raffo,"Montevideo, Uruguay"
3430,"La tenes clara, por fin lo reconoces. ",24,Raffo,"Montevideo, Uruguay"
3431,"A 3 días! El FA sigue perdiendo el voto Montevideano, crece ante las encuestas! es el voto de esperanza para todo el departamento de Montevideo. El 27 lo lograremos juntos. Votamos Cambiar. ",24,Raffo,"Montevideo, Uruguay"
3437,"Cierre de Campaña de 🗓️ Hoy, jueves 24 de setiembre 🕖 19 hs 📍Plaza Varela, Bulevar Artigas y Avenida Brasil. #AhoraMontevideo #AhoraNosotros #SiPodemos #LaListaDelPartidoNacional #LauraEsLaUno ",24,Raffo,"Montevideo, Uruguay"
3443,"Y como dice Mujica son incapaces de debatir, por lo menos lo demostraron dos de ellos. ",24,Raffo,"Montevideo, Uruguay"
3554,En el gobierno nacional están ocupando cargos claves y les ganan por goleada. Creo que sería bueno que les pusieran límites desde ya porque temo que luego será tarde. Ojalá me equivoque. ,24,Raffo,"Montevideo, Uruguay"
3881,"La verdad, prefiero q gane Raffo antes q Cosse, pero bueno como Montevideo es 90% zurdaje no va a ganar ni ahí ",24,Raffo,"Canelones, Uruguay"
3895,"Fuiste al lugar que dejaron los ""mandaderos""!! ",24,Raffo,"Paysandú, Uruguay"
3928,La Raffo haciendo una canción de campaña con caramelo de Ozuna 🤡🤡🤡 ,24,Raffo,"Montevideo, Uruguay"
3969,"El domingo sin dudarlo votamos la Lista 1, la Lista de #SiPodemos ",24,Raffo,"Montevideo, Uruguay"
3980,Tal cual. Lo que quise decir con balotaje es que votar a Martinez o Villar es un voto al p... La elección es entre Raffo y Cosse Ojalá gane Raffo y el FA haga una autocrítica seria para convertirse en una oposición responsable ,24,Raffo,"Montevideo, Uruguay"
4041,#SiPodemos #Lista1 #launicaListadelPartidoNacional ,24,Raffo,"Montevideo, Uruguay"
4151,Seguimos recorriendo Buceo y Malvin repartiendo a los vecinos la #Lista1 de y #Lista140E de 👍 #AhoraMontevideo ,24,Raffo,"Montevideo, Uruguay"
4208,"Estoy en Cerro Norte ...en los últimos 15 años, por lo que se ve, no se pudo cambiar nada. Denos la oportunidad... ",24,Raffo,"Montevideo, Uruguay"
4242,¡ es una de nuestros 37 candidatos jóvenes que integran las diferentes listas de cara a estas Elecciones Departamentales y Municipales ! Este 27/09 votamos a con la Lista 1 junto a la Lista 11-C en el Municipio C 💪 #AhoraMontevideo #SíPodemos ,24,Raffo,Municipio C
4330,Es verdad en 30 años !! ,24,Raffo,"Montevideo, Uruguay"
4499,Si gana Caro Co$$e y termina presa x el despelote de Antel que están investigando....¿quién asume? Ojo no te encajen otro DiCandia!!! ¿Quiénes son los suplentes? A los de Raffo los conocemos todos! ,24,Raffo,"Montevideo, Uruguay"
4637,"Por supuesto q hay q esperar, el domingo 8y30pm., estaremos esperando q Laura salga Intendente de este mugriento Montevideo. ",24,Raffo,"Montevideo, Uruguay"
4712,"Esta mañana estuvimos presentes en la feria de Santiago de Anca, y en Orinoco en Malvin. Lista 1 + 140-E Intendenta Alcaldesa #AhoraMontevideo ",24,Raffo,"Montevideo, Uruguay"
4890,#EsHoraDCambio x eso este 27 #Votamos La lista 1 # Intendencia. Si tu municipio es #Ch Vota 140 -CH Y si estas en el #E Vota son los únicos candidatos a la alcaldía de #Coalición #SiSePuede ,24,Raffo,"Montevideo, Uruguay"
4978,En Municipio E acompañamos LISTA 11-E #AhoraMontevideo ,24,Raffo,"Montevideo, Uruguay"
5001,Un gran aplauso 👍👏👏👏 ,24,Raffo,"Montevideo, Uruguay"
5113,"Te doy like , por más boludos que sean los tuits...😃😃😃 ",24,Raffo,"Artigas, Uruguay"
5311,"Pero , por favor , cuando precises...😛 ",24,Raffo,"Artigas, Uruguay"
5355,#AHORAMONTEVIDEO SOLO A HORAS' DE QUE LAURA RAFFO DE SORPRESA EN LAS URNAS DE MONTEVIDEO. TODOS DE ACUERDO! VOS??? TAMBIÉN VOTALA. El 27 TODOS.... #ESTAMOSCONLAURARAFFO ,24,Raffo,"Montevideo, Uruguay"
5637,"Cuando querés ser sensacionalista y multiplicas por 10 , . Debe ser el método que utiliza para ilusionarse con tener chances......@TelemundoUY ",24,Raffo,"Colonia, Uruguay"
5785,"Ahora, que surge a la política uruguaya una nueva candidata y sean cuáles sean los resultados ya tiene una gatera para correr en 2024, de eso no hay duda. Y que bien nos hace!! ",24,Raffo,"Maldonado, Uruguay"
5791,Duro y parejo!!! ,24,Raffo,"Montevideo, Uruguay"
5958,"Ay Bassorelli, no podés. Cerrado en tu ideología ves lo q querés ver. Q hay pers q dicen eso, si, pero decir q Raffo lo dijo,hay kms, pero ta, te entiendo, si no quieren cambiar. Te voy a decir más,si a Raffo la ponía el fa como cand, les ganaba x lejos a los 3 (insup en gestión) ",24,Raffo,"Canelones, Uruguay"
6106,"DIOSA EL RESPETO NOS LA FALTÓ A TODAS LAS Q USAMOS CHAMPEONES Y ZAPATOS SEGÚN COMO TE AGARRE EL TIEMPO Y EL LUGAR. CUIDAMOS LO Q TENEMOS Y NOS PERFILAMOS SI ESTAMOS EN CASA, OFICINA, O RECORRIDA ""GRACIAS LAURA"" ",24,Raffo,"Montevideo, Uruguay"
6267,Recorriendo puerta a puerta todo el municipio. Los vecinos se sienten motivados por un gobierno de cercanía que esté en contacto permanente. El cambio viene con fuerza junto a #SíPodemos #AhoraLoNuestro ,24,Raffo,"Montevideu, Uruguai"
6322,Que triste terminar la vida tuiteando para mantener un cargo. ,24,Raffo,"Montevideo, Uruguay"
6420,EXELENTE A RECORDAR LO Q HICIERON LAS ENCUESTADORAS EN LAS NACIONALES Q NOS DABAN PARA ABAJO. SIII PODEMOS ,24,Raffo,"Montevideo, Uruguay"
6432,EXELENTE ES AHORA ,24,Raffo,"Montevideo, Uruguay"
6492,A dejar el alma en la cancha Arriba el 🚩 Vamos con la #Raffo600 🙌🙌 ,24,Raffo,"Montevideo, Uruguay"
6495,no bajes tus brazos. Toma tus fuerzas y levanta la victoria. El domingo estarás festejando. ,24,Raffo,"Maldonado, Uruguay"
6716,"Si gana?, jajajaja. ",24,Raffo,"Florida, Uruguay"
6846,Ella sola gana a los tres por separados y a dos de ellos juntos. ,24,Raffo,"Montevideo, Uruguay"
6850,"¡¡¡¡¡¡¡PERO , LA SORPRESA DE MI VIDA ME ACABO DE LLEVAR...!!!!!! Naaaa , si no gana Raffo , NO EXISTÍS , MUGREVIDEO... ",24,Raffo,"Artigas, Uruguay"
6866,"Una diputada debería saber que las elecciones departamentales tienen reglas distintas de las nacionales. Este domingo ganará el candidato + votado del Partido más votado, no el candidato que tenga + votos individualmente. Dejen de hacer el ridículo y de tomarle el pelo a la gente ",24,Raffo,"Montevideo, Uruguay"
6946,Estamos muy mal si esa es la prioridad... ,24,Raffo,"Maldonado, Uruguay"
6962,"Lo arruinaron y sale más caro volver atrás sería nefasto que esa obra la retome Cosse, se imaginan? ",24,Raffo,"Maldonado, Uruguay"
7083,"De todo tipo y color sobre el devenir de la economía aquí y el otro lado del plata. Ahora que debería advertirnos de que entramos en un camino de recortes presupuestales en áreas sensibles para los más necesitados y de rebaja de salarios y jubilaciones ,apoya ese camino. ",24,Raffo,"Montevideo, Uruguay"
7146,Tu también puedes ser parte del cambio con y la #Lista1 #SiPodemos Los esperamos hoy ,24,Raffo,"Montevideo, Uruguay"
7180,Que lindo es decir la Verdad y llevar Esperanzas ...no Promesas Muchas gracias por la entrevista. ,24,Raffo,"Montevideo, Uruguay"
7263,,24,Raffo,"Montevideo, Uruguay"
7569,"Votar a Villar, es votar aCosse y terminar de aniquilar al FA. Pensalo. Votá en blanco o anulado si no querés votar a Raffo. O te pensás que Cosse se va a olvidar que apoyaron al Pelado en las internas? Se las va a cobrar toditas! ",24,Raffo,"Montevideo, Uruguay"
7570,¿tenés necesidad de humillarte así? ,24,Raffo,"Montevideo, Uruguay"
7628,"Sumando para Carolina Cosse y sus delirios de llegar a ser presidenta. No les da vergüenza? Lástima? Indignación? Algo? Votar a Villar es tirar el voto. Si no te gusta Cosse y no querés votar a Raffo, votá en blanco, votá anulado. ",24,Raffo,"Montevideo, Uruguay"
7753,"Terrible los números, asustan. Porque los pagaremos todos. Lo peor es la caja de Pandora que podemos encontrar en la IMM. Por favor piensen cómo votan el domingo. De eso depende que Montevideo sea la ciudad preciosa que es, que se favorezcan los más desfavorecidos,ahora engañados ",24,Raffo,"Maldonado, Uruguay"
7865,#Raffo600 ,24,Raffo,"Montevideo, Uruguay"
7942,Sumate al cambio...te esperamos #AHORAMONTEVIDEO #Lista1 ,24,Raffo,"Montevideo, Uruguay"
7989,"Tu voto es necesario para cambiar Montevideo y así lograr una transformación positiva en el futuro de sus habitantes, por eso te invito este domingo a votar a con el mejor equipo, con la ¡Vamos por el Cambio! #LauraRaffoConLA15 🇺🇾 #AhoraMontevideo ",24,Raffo,"Montevideo, Uruguay"
7992,No se como hacer Buscar Carta astral Carolina Cosse y Laura Raffo Y ahí te sale ,24,Raffo,"Montevideo, Uruguay"
7996,Hay un poco de comentario en tu claisimo Laura raffo jr ,24,Raffo,"Montevideo, Uruguay"
8041,"¡Estamos en la calle! Con mucha alegría nos acercamos al domingo 27 de setiembre, el día que Montevideo va a cambiar con Vamos con la 1️⃣ y 1️⃣4️⃣0️⃣CH #SíPodemos ",24,Raffo,"Montevideu, Uruguai"
8181,"Danos la oportunidad de cambiar Montevideo. Este domingo acompáñanos con tu voto. Este domingo, en el municipio C, votamos Intendenta con la 600+600-C. #CambiarEsPosible #AhoraMontevideo ",24,Raffo,"Montevideo, Uruguay"
8213,"Cierre de campaña de Laura Raffo Hoy 19 hs en plaza Varela, Br. Artigas Av. Brasil. #AhoraMontevideo #SiPodemos 🇺🇾 ",24,Raffo,"Montevideo, Uruguay"
8225,"Excelente, Montevideo! Tú ganas en Montevideo! Fuerza nada es imposible!! ",24,Raffo,"Salto, Uruguay"
8253,"Gracias, buenas tardecita, fresquito, lindo ese fueguito😉3 dias para q Laura gane la Int. de Montev. Hoy en su ultima aparcion en tv, fue en el 4 el programa de Carballo, llego con Ojeda. Excelente, como siempre. ",24,Raffo,"Montevideo, Uruguay"
8258,¡Vamo’ Fede! Tremendo valor 💪🏼🙌🏼 ,24,Raffo,"Montevideo, Uruguay"
8317,🧐🤔🤔👀 Martínez vota a Raffo‼️ ,24,Raffo,"Maldonado, Uruguay"
8338,"Voy camino a el cierre de campaña de Laura Raffo, obvio con mis 2 banderitas en el auto y me gritan FACHO. Además de eso, tuve q sacar mi pegotin del vidrio de atrás xq algo le iban a hacer. Yo no pienso ni actúo así con alguien que piensa diferente. EDUCACIÓN palabra clave. ",24,Raffo,"Montevideo, Uruguay"
8402,YO VOTO 11-B CORDÓN EN MIDES C.C. AMB 6920 VOTO CANTADO LAURA RAFFO. HERRERISTA 71 ,24,Raffo,"Montevideo, Uruguay"
8764,afirma que si es electa intendenta se va a reunir con todos los comité.... Vamos a elegir una intendente que solo se va a gobernar para los frenteamplistas? Yo quiero una intendenta para tod@s quiero a intendenta #SiPodemos #AhoraMontevideo ,24,Raffo,"Montevideo, Uruguay"
8772,Cualquiera con esos fondos económicos interminables hubiera echo lo mismo. Y saben que?? Van a sacar el mismo % de siempre. ,24,Raffo,"Montevideo, Uruguay"
8803,cierra su campaña en Plaza Varela. ,24,Raffo,"Montevideo, Uruguay"
8878,"Si sos de Montevideo, votá a para poder cambiar también Montevideo. Si sos del Municipio G definitivamente tenes que votar a como Alcaldeza, por que es la mejor opción y estamos seguros de eso! El cambio se vota con la 1 y la 140G ",24,Raffo,"Montevideo, Uruguay"
